Id,Name,Category,ChestMain,DeltoidAnterior,DeltoidLateral,DeltoidPosterior,Biceps,Triceps,Forearms,Lats,Rhomboids,LowerBack,Abs,CoreStabilizers,Quadriceps,Hamstrings,Glutes,Calves
1677,band alternating v-up,waist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.3,0.0,0.0,0.0
1678,band assisted pull-up,back,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.9,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1679,band assisted wheel rollerout,waist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.7,1.0,0.0,0.0,0.0,0.0
1680,band bicycle crunch,waist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.0,0.0,0.0,0.0
1681,band close-grip pulldown,back,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.7,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1682,band close-grip push-up,upper arms,0.3,0.3,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1683,band concentration curl,upper arms,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1684,band front lateral raise,shoulders,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1685,band front raise,shoulders,0.1,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1686,band horizontal pallof press,waist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0
1687,band bent-over hip extension,upper legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.5,0.8,0.0
1688,band jack knife sit-up,waist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.3,0.0,0.0,0.0
1689,band kneeling one arm pulldown,back,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.8,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1690,band lying hip internal rotation,upper legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.4,0.0
1691,band kneeling twisting crunch,waist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.0,0.0,0.0,0.0
1692,band one arm overhead biceps curl,upper arms,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1693,band one arm single leg split squat,upper legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.5,0.8,0.3,0.6,0.0
1694,band one arm standing low row,back,0.0,0.0,0.0,0.4,0.5,0.0,0.0,0.7,0.6,0.0,0.0,0.4,0.0,0.0,0.0,0.0
1695,band one arm twisting chest press,chest,1.0,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1696,band one arm twisting seated row,back,0.0,0.0,0.0,0.4,0.5,0.0,0.0,0.7,0.6,0.15,0.0,0.4,0.0,0.0,0.0,0.0
1697,band pull through,upper legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.4,0.0
1698,band push sit-up,waist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.3,0.0,0.0,0.0
1699,band reverse fly,shoulders,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700,band reverse wrist curl,lower arms,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1701,band seated hip internal rotation,upper legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.4,0.0
1702,band shoulder press,shoulders,0.0,0.8,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
1703,band side triceps extension,upper arms,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704,band single leg calf raise,lower legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1705,band single leg reverse calf raise,lower legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1706,band single leg split squat,upper legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.5,0.8,0.3,0.6,0.0
1707,band lying straight leg raise,waist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.3,0.5,0.0,0.0,0.0
1708,band squat row,upper legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.9,0.3,0.6,0.0
1709,band squat,upper legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.9,0.3,0.6,0.0
1710,band standing crunch,waist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.0,0.0,0.0,0.0
1711,band standing twisting crunch,waist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.0,0.0,0.0,0.0
1712,band step-up,upper legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.8,0.2,0.7,0.2
1713,band stiff leg deadlift,upper legs,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.5,0.0,0.6,0.1,0.9,0.5,0.0
1714,band straight leg deadlift,back,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.3,0.5,0.0,0.6,0.1,0.9,0.5,0.0
1715,band seated twist,waist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.7,0.5,0.0,0.0,0.0,0.0
1716,band twisting overhead press,shoulders,0.0,0.8,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
1717,band underhand pulldown,back,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.7,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1718,band v-up,waist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.3,0.0,0.0,0.0
1719,band vertical pallof press,waist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0
1720,band wrist curl,lower arms,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1721,band y-raise,shoulders,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722,band shrug,back,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1723,band standing rear delt row,shoulders,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1724,band straight back stiff leg deadlift,upper legs,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.5,0.0,0.6,0.1,0.9,0.5,0.0
1725,burpee,cardio,0.3,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.3,0.5,0.5,0.0,0.3,0.3
1727,dumbbell burpee,cardio,0.3,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.3,0.5,0.5,0.0,0.3,0.3
1728,lever donkey calf raise,lower legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1729,band bench press,chest,1.0,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1730,barbell decline pullover,chest,0.5,0.0,0.0,0.0,0.0,0.2,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1731,barbell reverse grip decline bench press,chest,0.8,0.15,0.0,0.0,0.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1732,barbell reverse grip incline bench press,chest,0.8,0.5,0.0,0.0,0.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1733,barbell wide reverse grip bench press,chest,0.8,0.2,0.0,0.0,0.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1734,behind head chest stretch,chest,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1735,cable decline one arm press,chest,0.8,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1736,cable decline press,chest,0.8,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737,cable one arm decline chest fly,chest,1.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1738,cable one arm fly on exercise ball,chest,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1739,cable one arm incline fly on exercise ball,chest,0.9,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1740,cable one arm incline press,chest,0.8,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1741,cable one arm incline press on exercise ball,chest,0.8,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1742,cable one arm press on exercise ball,chest,0.8,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1743,cable press on exercise ball,chest,0.8,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1744,cable standing up straight crossovers,chest,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1745,cable upper chest crossovers,chest,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1746,chest and front of shoulder stretch,chest,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1747,chest stretch with exercise ball,chest,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1748,clap push up,chest,0.8,0.3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
1749,deep push up,chest,0.8,0.3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
1750,drop push up,chest,0.8,0.3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
1751,dumbbell decline one arm fly,chest,1.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1752,dumbbell fly on exercise ball,chest,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1753,dumbbell incline fly on exercise ball,chest,0.9,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1754,dumbbell incline one arm fly,chest,0.9,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1838,wide grip rear pull-up,back,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.8,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1755,dumbbell incline one arm fly on exercise ball,chest,0.9,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1756,dumbbell incline one arm press,chest,0.8,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1757,dumbbell incline one arm press on exercise ball,chest,0.8,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758,dumbbell incline press on exercise ball,chest,0.8,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1759,dumbbell lying pullover on exercise ball,chest,0.5,0.0,0.0,0.0,0.0,0.2,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1760,dumbbell one arm bench fly,chest,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1761,dumbbell one arm chest fly on exercise ball,chest,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1762,dumbbell one arm decline chest press,chest,1.0,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1763,dumbbell one arm fly on exercise ball,chest,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1764,dumbbell one arm incline chest press,chest,1.0,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1765,dumbbell one arm press on exercise ball,chest,0.8,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1766,dumbbell one arm pullover on exercise ball,chest,0.5,0.0,0.0,0.0,0.0,0.2,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1767,dumbbell one leg fly on exercise ball,chest,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1839,ankle circles,lower legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
1768,dumbbell press on exercise ball,chest,0.8,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1769,dumbbell pullover hip extension on exercise ball,chest,0.5,0.0,0.0,0.0,0.0,0.2,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770,dumbbell pullover on exercise ball,chest,0.5,0.0,0.0,0.0,0.0,0.2,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1771,exercise ball pike push up,chest,0.8,0.3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
1772,isometric chest squeeze,chest,0.8,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
1773,kettlebell one arm floor press,chest,0.8,0.2,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1774,lever incline chest press,chest,1.0,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1775,lever decline chest press,chest,1.0,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1776,machine inner chest press,chest,1.0,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1777,medicine ball chest pass,chest,0.8,0.3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
1778,medicine ball chest push from 3 point stance,chest,0.8,0.3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
1779,medicine ball chest push multiple response,chest,0.8,0.3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
1780,medicine ball chest push single response,chest,0.8,0.3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
1781,plyo push up,chest,0.8,0.3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
1782,push up on bosu ball,chest,0.8,0.3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
1783,smith wide grip bench press,chest,1.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1784,smith wide grip decline bench press,chest,1.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1785,weighted drop push up,chest,0.8,0.3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
1786,wide hand push up,chest,0.8,0.3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
1787,medicine ball chest push with run release,chest,0.8,0.3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
1788,lever unilateral row,back,0.0,0.0,0.0,0.4,0.5,0.0,0.0,0.7,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1789,back extension on exercise ball,back,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.4,0.4,0.0
1790,barbell bent arm pullover,back,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1791,barbell reverse grip incline bench row,back,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.7,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1792,cable incline bench row,back,0.0,0.0,0.0,0.4,0.5,0.0,0.0,0.7,0.6,0.15,0.0,0.15,0.0,0.0,0.0,0.0
1793,cable palm rotational row,back,0.0,0.0,0.0,0.4,0.5,0.0,0.0,0.7,0.6,0.15,0.0,0.15,0.0,0.0,0.0,0.0
1794,cable rope crossover seated row,back,0.0,0.0,0.0,0.4,0.5,0.0,0.0,0.7,0.6,0.15,0.0,0.15,0.0,0.0,0.0,0.0
1795,cable rope elevated seated row,back,0.0,0.0,0.0,0.4,0.5,0.0,0.0,0.7,0.6,0.15,0.0,0.15,0.0,0.0,0.0,0.0
1840,band two legs calf raise - (band under both legs) v. 2,lower legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1796,cable rope extension incline bench row,back,0.0,0.0,0.0,0.4,0.5,0.0,0.0,0.7,0.6,0.15,0.0,0.15,0.0,0.0,0.0,0.0
1797,cable rope seated row,back,0.0,0.0,0.0,0.4,0.5,0.0,0.0,0.7,0.6,0.15,0.0,0.15,0.0,0.0,0.0,0.0
1798,cable upper row,back,0.0,0.0,0.0,0.4,0.5,0.0,0.0,0.7,0.6,0.15,0.0,0.15,0.0,0.0,0.0,0.0
1799,cable wide grip rear pulldown behind neck,back,0.0,0.0,0.0,0.4,0.3,0.0,0.0,0.9,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800,chin-up,back,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.7,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1801,close grip chin-up,back,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1802,dumbbell lying rear delt row,back,0.0,0.0,0.0,0.4,0.5,0.0,0.0,0.7,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1803,dumbbell palm rotational bent over row,back,0.0,0.0,0.0,0.4,0.5,0.0,0.0,0.7,0.6,0.4,0.0,0.3,0.0,0.0,0.0,0.0
1804,dumbbell reverse grip incline bench one arm row,back,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.7,0.6,0.0,0.0,0.4,0.0,0.0,0.0,0.0
1805,dumbbell reverse grip incline bench two arm row,back,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.7,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1806,exercise ball alternating arm ups,back,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1807,exercise ball back extension with arms extended,back,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.4,0.4,0.0
1808,exercise ball back extension with hands behind head,back,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.4,0.4,0.0
1809,exercise ball back extension with knees off ground,back,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.4,0.4,0.0
1810,exercise ball back extension with rotation,back,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.4,0.4,0.0
1811,exercise ball hug,back,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1812,exercise ball lat stretch,back,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1813,exercise ball lower back stretch (pyramid),back,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
1814,exercise ball lying side lat stretch,back,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1815,exercise ball prone leg raise,back,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1816,ez bar reverse grip bent over row,back,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.7,0.6,0.4,0.0,0.3,0.0,0.0,0.0,0.0
1817,kettlebell two arm row,back,0.0,0.0,0.0,0.4,0.5,0.0,0.0,0.7,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1818,kneeling lat stretch,back,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1819,lever one arm lateral wide pulldown,back,0.0,0.0,0.0,0.2,0.1,0.3,0.0,0.7,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1820,lever reverse grip vertical row,back,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.7,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1821,lever reverse t-bar row,back,0.0,0.0,0.0,0.4,0.5,0.0,0.0,0.7,0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0
1822,lever seated row,back,0.0,0.0,0.0,0.4,0.5,0.0,0.0,0.7,0.6,0.15,0.0,0.15,0.0,0.0,0.0,0.0
1823,lever t-bar reverse grip row,back,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.7,0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0
1824,lower back curl,back,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1825,medicine ball catch and overhead throw,back,0.0,0.0,0.0,0.4,0.5,0.0,0.0,0.7,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1826,medicine ball overhead slam,back,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.4,0.6,0.3,0.0,0.0,0.0
1827,one arm against wall,back,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1828,lever one arm lateral high row,back,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.7,0.0,0.0,0.4,0.0,0.0,0.0,0.0
1829,side lying floor stretch,back,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
1830,smith bent over row,back,0.0,0.0,0.0,0.4,0.5,0.0,0.0,0.7,0.6,0.4,0.0,0.3,0.0,0.0,0.0,0.0
1831,smith one arm row,back,0.0,0.0,0.0,0.4,0.5,0.0,0.0,0.7,0.6,0.0,0.0,0.4,0.0,0.0,0.0,0.0
1832,smith reverse grip bent over row,back,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.7,0.6,0.4,0.0,0.3,0.0,0.0,0.0,0.0
1833,sphinx,back,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.3,0.0,0.0,0.0,0.0
1834,spine stretch,back,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
1835,standing pelvic tilt,back,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.3,0.0,0.0,0.0,0.0
1836,upper back stretch,back,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1837,upward facing dog,back,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.3,0.0,0.0,0.0,0.0
1841,barbell floor calf raise,lower legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1842,barbell seated calf raise,lower legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1843,barbell standing calf raise,lower legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1844,bodyweight standing calf raise,lower legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1845,box jump down with one leg stabilization,lower legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.3,0.6
1846,cable standing calf raise,lower legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1847,cable standing one leg calf raise,lower legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1848,calf stretch with hands against wall,lower legs,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1
